COMMAND     PID USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
odysseygo 32711 root   46u  IPv6   899730      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-70-38-106.compute-1.amazonaws.com:38132 (ESTABLISHED)
odysseygo 32711 root   47u  IPv6   901351      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-98-82-240-103.compute-1.amazonaws.com:60350 (ESTABLISHED)
odysseygo 32711 root   48u  IPv4   902163      0t0  TCP ip-172-31-25-213.ec2.internal:46268->ec2-18-215-213-100.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   49u  IPv6   899738      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-18-206-17-246.compute-1.amazonaws.com:44744 (ESTABLISHED)
odysseygo 32711 root   50u  IPv6   899744      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-35-174-148-147.compute-1.amazonaws.com:41142 (ESTABLISHED)
odysseygo 32711 root   51u  IPv4   902165      0t0  TCP ip-172-31-25-213.ec2.internal:60524->ec2-50-19-151-55.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   52u  IPv4   902149      0t0  TCP ip-172-31-25-213.ec2.internal:51372->ec2-18-207-171-20.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   53u  IPv6  1103204      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-202-179-225.compute-1.amazonaws.com:58906 (ESTABLISHED)
odysseygo 32711 root   54u  IPv4   901243      0t0  TCP ip-172-31-25-213.ec2.internal:48976->ec2-3-225-79-249.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   55u  IPv6  9615313      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-18-233-119-27.compute-1.amazonaws.com:52330 (ESTABLISHED)
odysseygo 32711 root   56u  IPv4   900870      0t0  TCP ip-172-31-25-213.ec2.internal:55118->ec2-34-196-243-223.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   57u  IPv6 35447781      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-44-219-130-13.compute-1.amazonaws.com:47744 (ESTABLISHED)
odysseygo 32711 root   58u  IPv6   901471      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-23-21-27-140.compute-1.amazonaws.com:33464 (ESTABLISHED)
odysseygo 32711 root   59u  IPv6   903388      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-18-215-11-46.compute-1.amazonaws.com:40984 (ESTABLISHED)
odysseygo 32711 root   60u  IPv6   902456      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-3-218-45-144.compute-1.amazonaws.com:60810 (ESTABLISHED)
odysseygo 32711 root   61u  IPv6   901425      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-34-197-104-250.compute-1.amazonaws.com:35138 (ESTABLISHED)
odysseygo 32711 root   62u  IPv6   903207      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-227-196-194.compute-1.amazonaws.com:33826 (ESTABLISHED)
odysseygo 32711 root   63u  IPv6   900062      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-18-233-204-144.compute-1.amazonaws.com:60876 (ESTABLISHED)
odysseygo 32711 root   65u  IPv4 35663881      0t0  TCP ip-172-31-25-213.ec2.internal:41218->ec2-54-197-102-41.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   66u  IPv6   899882      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-224-250-2.compute-1.amazonaws.com:52504 (ESTABLISHED)
odysseygo 32711 root   67u  IPv6   899710      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-86-40-233.compute-1.amazonaws.com:34064 (ESTABLISHED)
odysseygo 32711 root   68u  IPv6   902576      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-34-202-198-117.compute-1.amazonaws.com:54884 (ESTABLISHED)
odysseygo 32711 root   69u  IPv6   900064      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-44-214-160-107.compute-1.amazonaws.com:55806 (ESTABLISHED)
odysseygo 32711 root   70u  IPv6   903194      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-44-223-151-51.compute-1.amazonaws.com:59402 (ESTABLISHED)
odysseygo 32711 root   71u  IPv6   902583      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-200-197-163.compute-1.amazonaws.com:37596 (ESTABLISHED)
odysseygo 32711 root   74u  IPv6 35909063      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-107-23-180-98.compute-1.amazonaws.com:54598 (ESTABLISHED)
odysseygo 32711 root   76u  IPv6   903407      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-23-22-40-156.compute-1.amazonaws.com:45426 (ESTABLISHED)
odysseygo 32711 root   77u  IPv4   902467      0t0  TCP ip-172-31-25-213.ec2.internal:52540->ec2-98-80-46-175.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   78u  IPv4   901259      0t0  TCP ip-172-31-25-213.ec2.internal:55294->ec2-107-23-226-228.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   79u  IPv4  9616724      0t0  TCP ip-172-31-25-213.ec2.internal:45858->ec2-54-197-55-84.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   81u  IPv4   902170      0t0  TCP ip-172-31-25-213.ec2.internal:36338->ec2-54-226-62-214.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   82u  IPv4  9617957      0t0  TCP ip-172-31-25-213.ec2.internal:38748->ec2-35-169-66-196.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   83u  IPv6   899860      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-3-228-129-216.compute-1.amazonaws.com:48920 (ESTABLISHED)
odysseygo 32711 root   84u  IPv6   899847      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-3-93-84-116.compute-1.amazonaws.com:34796 (ESTABLISHED)
odysseygo 32711 root   85u  IPv6   901356      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-146-211-74.compute-1.amazonaws.com:60018 (ESTABLISHED)
odysseygo 32711 root   87u  IPv6 36192100      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-3-14-29.compute-1.amazonaws.com:53588 (ESTABLISHED)
odysseygo 32711 root   88u  IPv4   901264      0t0  TCP ip-172-31-25-213.ec2.internal:47536->ec2-23-21-204-131.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   90u  IPv6   901459      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-34-205-163-144.compute-1.amazonaws.com:46966 (ESTABLISHED)
odysseygo 32711 root   91u  IPv6   903180      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-3-217-115-114.compute-1.amazonaws.com:35162 (ESTABLISHED)
odysseygo 32711 root   93u  IPv6   903210      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-34-197-148-157.compute-1.amazonaws.com:34024 (ESTABLISHED)
odysseygo 32711 root   94u  IPv4 20359252      0t0  TCP ip-172-31-25-213.ec2.internal:39290->ec2-3-223-220-64.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root   99u  IPv6   901014      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-3-189-202.compute-1.amazonaws.com:34334 (ESTABLISHED)
odysseygo 32711 root  100u  IPv6   899733      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-3-232-45-182.compute-1.amazonaws.com:59294 (ESTABLISHED)
odysseygo 32711 root  101u  IPv6   902569      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-52-54-223-196.compute-1.amazonaws.com:46968 (ESTABLISHED)
odysseygo 32711 root  103u  IPv6 36137093      0t0  TCP ip-172-31-25-213.ec2.internal:9651->static.107.144.132.142.clients.your-server.de:40084 (ESTABLISHED)
odysseygo 32711 root  128u  IPv4 35601583      0t0  TCP ip-172-31-25-213.ec2.internal:56148->104.236.110.97:9651 (ESTABLISHED)
odysseygo 32711 root  134u  IPv6  4714310      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-158-175-165.compute-1.amazonaws.com:53366 (ESTABLISHED)
odysseygo 32711 root  138u  IPv6 36137102      0t0  TCP ip-172-31-25-213.ec2.internal:9651->static.32.122.108.65.clients.your-server.de:42268 (ESTABLISHED)
odysseygo 32711 root  140u  IPv6 18653550      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-35-72-54-251.ap-northeast-1.compute.amazonaws.com:40874 (ESTABLISHED)
odysseygo 32711 root  141u  IPv6  3796337      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-44-210-177-215.compute-1.amazonaws.com:40994 (ESTABLISHED)
odysseygo 32711 root  146u  IPv4  7557748      0t0  TCP ip-172-31-25-213.ec2.internal:33046->ec2-18-235-252-133.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 32711 root  150u  IPv6 36135647      0t0  TCP ip-172-31-25-213.ec2.internal:9651->static.159.52.109.65.clients.your-server.de:51318 (ESTABLISHED)
odysseygo 32711 root  151u  IPv6 36134857      0t0  TCP ip-172-31-25-213.ec2.internal:9651->static.194.78.108.65.clients.your-server.de:46626 (ESTABLISHED)
odysseygo 32711 root  167u  IPv6 35277994      0t0  TCP ip-172-31-25-213.ec2.internal:9651->165.227.179.96:35058 (ESTABLISHED)
odysseygo 32711 root  174u  IPv6 34868674      0t0  TCP ip-172-31-25-213.ec2.internal:9651->212.192.49.56:41510 (ESTABLISHED)
odysseygo 32711 root  177u  IPv6 35916941      0t0  TCP ip-172-31-25-213.ec2.internal:9651->ec2-54-236-131-114.compute-1.amazonaws.com:51816 (ESTABLISHED)
