COMMAND      PID USER   FD   TYPE   DEVICE SIZE/OFF NODE NAME
odysseygo 291902 root  166u  IPv6 91876198      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-44-218-214-164.compute-1.amazonaws.com:41732 (ESTABLISHED)
odysseygo 291902 root  167u  IPv6 91876200      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-54-85-9-116.compute-1.amazonaws.com:46676 (ESTABLISHED)
odysseygo 291902 root  168u  IPv6 91881579      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-34-234-4-103.compute-1.amazonaws.com:59458 (ESTABLISHED)
odysseygo 291902 root  169u  IPv6 91880144      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-50-19-151-55.compute-1.amazonaws.com:40684 (ESTABLISHED)
odysseygo 291902 root  170u  IPv6 91876202      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-3-223-220-64.compute-1.amazonaws.com:36420 (ESTABLISHED)
odysseygo 291902 root  171u  IPv6 91881590      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-54-236-131-114.compute-1.amazonaws.com:45150 (ESTABLISHED)
odysseygo 291902 root  172u  IPv4 91880184      0t0  TCP ip-172-31-24-48.ec2.internal:43744->ec2-18-233-119-27.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 291902 root  173u  IPv6 91876206      0t0  TCP ip-172-31-24-48.ec2.internal:9651->165.227.179.96:41874 (ESTABLISHED)
odysseygo 291902 root  174u  IPv6 91881592      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-107-23-180-98.compute-1.amazonaws.com:59190 (ESTABLISHED)
odysseygo 291902 root  175u  IPv6 91880802      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-52-54-223-196.compute-1.amazonaws.com:51134 (ESTABLISHED)
odysseygo 291902 root  176u  IPv4 91880842      0t0  TCP ip-172-31-24-48.ec2.internal:41516->ec2-54-224-250-2.compute-1.amazonaws.com:9651 (ESTABLISHED)
odysseygo 291902 root  177u  IPv6 91876213      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-50-19-116-199.compute-1.amazonaws.com:33638 (ESTABLISHED)
odysseygo 291902 root  178u  IPv6 91881603      0t0  TCP ip-172-31-24-48.ec2.internal:9651->ec2-35-72-54-251.ap-northeast-1.compute.amazonaws.com:51724 (ESTABLISHED)
odysseygo 291902 root  180u  IPv6 91880347      0t0  TCP ip-172-31-24-48.ec2.internal:9651->static.107.144.132.142.clients.your-server.de:59378 (ESTABLISHED)
